Province,City,Monitoring_Station,Latitude,Longitude,Date,Water_Temperature_C,pH,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,Turbidity_NTU,Nitrate_mg_L,Nitrite_mg_L,Ammonia_N_mg_L,Total_Phosphorus_mg_L,Total_Nitrogen_mg_L,COD_mg_L,BOD_mg_L,Heavy_Metals_Pb_ug_L,Heavy_Metals_Cd_ug_L,Heavy_Metals_Hg_ug_L,Coliform_Count_CFU_100mL,Water_Quality_Index,Pollution_Level,Remarks
Jiangsu,Suzhou,Suzhou_Station_6,31.824954,117.700801,2023-09-17,23.42,7.88,8.18,435.45,5.22,2.67,0.028,0.69,0.102,3.72,5.84,4.57,5.96,0.33,0.12,95,29.54,Good,
Sichuan,Mianyang,Mianyang_Station_4,42.203554,102.686582,2023-06-17,26.66,7.15,6.99,509.41,1.5,2.84,0.026,0.48,0.149,2.58,23.98,3.97,7.38,0.41,0.19,103,89.76,Good,Requires attention
Henan,Zhengzhou,Zhengzhou_Station_2,29.635759,107.983984,2023-03-17,22.48,7.02,7.94,558.3,5.23,1.86,0.033,0.03,-0.027,2.64,21.74,2.94,2.59,0.41,0.17,111,76.06,Good,Requires attention
Yunnan,Dali,Dali_Station_5,22.705693,123.836707,2023-04-23,23.68,7.02,5.75,358.4,17.53,2.43,0.027,0.56,0.007,2.44,15.67,4.3,5.04,0.36,0.06,92,51.05,Very Poor,High pollution spike detected
Beijing,Beijing,Beijing_Station_2,39.483066,107.350688,2023-05-08,25.37,6.82,6.34,344.16,0.38,2.17,-0.001,0.39,0.064,2.79,17.66,4.05,5.46,0.63,0.13,105,63.23,Very Poor,Requires attention
Hubei,Wuhan,Wuhan_Station_9,30.06853,113.681708,2023-05-06,22.94,7.1,6.82,417.58,0.49,1.91,0.032,0.46,0.142,2.09,9.84,5.36,6.15,0.75,0.03,90,54.66,Good,Monitoring recommended
Sichuan,Chengdu,Chengdu_Station_8,33.339461,110.626578,2023-04-14,17.76,6.99,7.21,498.2,2.17,1.32,0.034,0.54,0.131,2.36,27.41,4.25,8.61,0.72,-0.02,108,65.81,Moderate,Requires attention
Guangdong,Guangzhou,Guangzhou_Station_8,35.238872,113.82806,2023-10-17,21.11,7.41,8.03,494.78,4.74,1.94,0.013,0.76,0.149,3.13,15.42,2.37,6.6,0.4,0.07,89,14.84,Poor,High pollution spike detected
Zhejiang,Ningbo,Ningbo_Station_10,41.442214,123.205515,2023-07-03,15.74,6.64,6.42,549.26,0.12,1.26,0.01,0.79,0.071,3.25,18.46,3.8,7.75,0.53,0.18,102,64.87,Good,Monitoring recommended
Shanghai,Shanghai,Shanghai_Station_1,36.080455,118.921384,2023-12-25,20.79,6.7,6.05,611.97,19.22,2.58,0.032,0.76,0.051,2.97,16.79,3.89,5.43,0.52,0.07,96,58.25,Poor,High pollution spike detected
Shanghai,Shanghai,Shanghai_Station_4,21.833684,100.238259,2023-08-10,14.78,8.01,8.46,500.36,15.75,1.59,0.025,0.67,0.085,3.28,19.53,5.14,4.93,0.49,0.08,106,60.96,Very Poor,Monitoring recommended
Beijing,Beijing,Beijing_Station_3,29.418127,112.291472,2023-06-03,15.34,7.09,11.74,465.97,3.0,1.89,0.03,0.23,0.12,2.23,20.35,3.26,3.15,0.29,0.09,98,26.77,Good,High pollution spike detected
Shandong,Qingdao,Qingdao_Station_5,35.936871,113.567213,2023-07-03,32.7,7.16,4.36,359.95,6.03,2.16,0.012,0.34,-0.057,3.76,22.77,4.74,6.06,0.46,0.08,109,69.49,Very Poor,
Beijing,Beijing,Beijing_Station_5,30.852664,107.141133,2023-11-23,22.11,7.0,7.72,527.84,2.44,1.54,0.018,0.78,0.076,2.27,20.07,5.22,4.99,0.54,0.1,103,29.49,Good,Monitoring recommended
Guangdong,Shenzhen,Shenzhen_Station_9,28.423319,123.402196,2023-01-04,22.88,8.33,10.42,513.26,1.91,2.96,0.025,0.43,0.169,2.36,20.71,4.76,4.78,0.63,0.13,96,36.83,Poor,Monitoring recommended
Henan,Zhengzhou,Zhengzhou_Station_5,39.414216,114.297439,2023-03-18,20.58,6.81,5.98,459.99,13.64,2.27,0.022,0.36,0.106,3.05,17.82,5.05,2.74,0.32,0.16,101,70.28,Very Poor,Monitoring recommended
Yunnan,Dali,Dali_Station_6,32.118581,110.942819,2023-10-01,26.29,6.62,8.36,569.44,6.08,1.82,0.004,0.44,0.124,3.32,13.87,3.35,-0.91,0.57,0.01,88,71.32,Good,
Henan,Zhengzhou,Zhengzhou_Station_10,24.128034,119.391496,2023-01-29,21.19,7.5,8.44,447.6,11.39,0.31,0.043,0.61,0.156,2.64,15.33,3.47,9.0,0.44,0.1,99,17.78,Excellent,Requires attention
Jiangsu,Nanjing,Nanjing_Station_8,23.758824,117.265052,2023-10-24,5.54,7.09,7.19,709.86,3.45,1.91,0.019,0.42,0.013,3.27,10.5,2.34,4.48,0.74,0.1,85,79.21,Poor,High pollution spike detected
Shandong,Qingdao,Qingdao_Station_7,29.54345,123.102397,2023-02-21,24.59,6.39,10.27,601.98,11.07,1.28,0.014,0.36,0.104,3.39,18.31,1.51,7.52,0.32,0.06,92,98.5,Moderate,Monitoring recommended
Yunnan,Kunming,Kunming_Station_7,36.014494,104.18818,2023-11-09,15.88,7.03,9.05,534.83,13.38,2.06,0.043,0.76,0.148,3.24,28.46,4.97,7.79,0.79,0.14,95,50.26,Poor,High pollution spike detected
Jiangsu,Nanjing,Nanjing_Station_5,22.437432,106.407222,2023-05-07,21.55,7.06,8.47,567.2,0.91,1.94,0.011,0.32,0.105,3.08,13.2,3.66,7.01,-0.01,0.09,122,8.06,Very Poor,
Sichuan,Mianyang,Mianyang_Station_7,25.417533,108.380219,2023-06-03,18.54,6.13,8.18,558.01,5.95,2.41,0.021,0.88,0.072,2.43,19.53,3.74,4.72,0.9,0.06,92,45.9,Very Poor,High pollution spike detected
Yunnan,Kunming,Kunming_Station_10,29.888206,112.199445,2023-04-20,13.29,7.07,3.62,554.79,1.68,1.45,0.023,0.24,0.152,3.67,28.27,2.47,3.44,0.4,0.07,104,38.5,Very Poor,Requires attention
Guangdong,Shenzhen,Shenzhen_Station_3,30.148738,116.070341,2023-03-10,12.89,6.75,5.75,422.61,5.46,2.35,0.022,0.33,0.126,2.64,22.83,3.21,5.22,0.49,0.07,85,33.88,Very Poor,Requires attention
Beijing,Beijing,Beijing_Station_8,43.888196,107.403214,2023-07-15,16.44,7.57,11.11,496.74,1.15,2.24,0.024,0.49,0.113,3.72,15.38,5.23,3.24,0.56,0.06,93,45.7,Poor,High pollution spike detected
Henan,Zhengzhou,Zhengzhou_Station_9,37.496117,122.716246,2023-08-28,18.42,6.76,6.87,452.98,3.16,2.06,0.024,0.19,0.112,3.1,22.18,4.12,5.7,0.57,0.11,108,47.19,Excellent,High pollution spike detected
Guangdong,Guangzhou,Guangzhou_Station_5,39.744259,119.433885,2023-06-11,22.64,7.31,7.94,270.24,5.04,2.25,0.017,0.61,0.001,2.74,23.62,3.13,6.11,0.6,0.13,111,44.86,Moderate,
Hubei,Yichang,Yichang_Station_5,28.87525,122.821272,2023-11-26,15.58,7.78,4.61,631.75,0.03,1.77,0.035,0.73,0.05,3.93,17.85,4.34,5.08,0.68,0.04,89,7.81,Moderate,
Hubei,Wuhan,Wuhan_Station_2,38.886329,101.014112,2023-04-17,18.21,7.36,9.52,410.96,1.11,1.81,0.017,0.13,0.149,2.14,20.48,5.33,8.07,0.22,0.09,94,38.32,Good,
Guangdong,Guangzhou,Guangzhou_Station_6,36.214196,112.131752,2023-10-22,23.15,7.04,10.65,614.49,1.43,1.49,0.036,0.44,0.092,2.48,18.25,3.29,5.6,0.55,0.1,87,35.29,Very Poor,
Jiangsu,Nanjing,Nanjing_Station_4,30.046065,105.56994,2023-05-25,20.39,6.91,10.34,371.15,0.55,0.85,0.024,0.73,0.106,3.09,27.84,4.28,3.63,0.41,0.07,106,31.43,Good,High pollution spike detected
Shandong,Qingdao,Qingdao_Station_1,28.022095,106.685704,2023-08-21,29.71,7.25,9.14,466.8,13.15,2.43,0.026,0.66,0.096,2.58,25.85,4.05,3.96,0.53,0.11,111,42.61,Moderate,Requires attention
Yunnan,Kunming,Kunming_Station_9,27.095195,100.740484,2023-12-04,27.86,7.53,10.5,392.75,4.47,2.95,0.028,0.27,0.118,2.83,22.51,3.27,6.1,0.65,0.11,69,85.76,Very Poor,
Beijing,Beijing,Beijing_Station_1,20.275442,101.426781,2023-10-16,17.01,7.16,8.36,546.31,0.59,1.97,0.031,0.66,0.072,3.36,27.01,4.42,4.39,0.29,0.0,95,53.93,Good,High pollution spike detected
Shandong,Jinan,Jinan_Station_1,33.694714,103.086518,2023-03-01,22.63,7.3,5.07,531.05,10.77,1.87,0.005,0.79,0.144,3.14,27.16,5.08,6.08,0.49,0.1,122,99.13,Poor,Requires attention
Yunnan,Dali,Dali_Station_9,33.817375,116.915184,2023-12-23,24.61,7.73,6.36,460.77,0.67,1.9,0.031,0.65,0.105,3.42,16.1,2.53,4.7,0.59,0.14,84,85.18,Moderate,
Hubei,Yichang,Yichang_Station_1,27.608579,120.05892,2023-07-09,19.33,6.65,8.75,531.86,7.47,2.03,0.001,0.37,0.123,3.79,23.39,4.49,1.02,0.71,0.15,92,69.38,Excellent,Monitoring recommended
Shanghai,Shanghai,Shanghai_Station_2,39.821699,123.727185,2023-07-09,21.15,7.03,9.96,238.72,0.06,2.06,0.026,0.4,0.094,3.17,19.35,4.16,2.62,0.61,0.07,102,86.62,Very Poor,Monitoring recommended
Jiangsu,Nanjing,Nanjing_Station_3,43.935802,111.883676,2023-07-08,22.03,7.55,9.78,562.14,0.48,2.47,0.026,0.67,0.079,3.32,25.81,3.79,7.75,0.43,0.12,106,3.99,Good,High pollution spike detected
Henan,Luoyang,Luoyang_Station_8,41.43146,109.988993,2023-11-27,19.7,6.08,8.06,622.48,0.99,1.56,0.021,0.67,0.124,2.22,18.37,4.21,7.77,0.47,0.12,80,31.72,Good,Monitoring recommended
Zhejiang,Hangzhou,Hangzhou_Station_6,24.400856,116.200976,2023-01-04,19.52,7.03,6.33,472.26,0.28,2.65,0.024,0.77,-0.033,3.46,15.5,3.41,4.62,0.5,0.1,98,80.65,Good,High pollution spike detected
Yunnan,Kunming,Kunming_Station_8,36.271394,123.265807,2023-07-13,18.92,7.17,13.55,289.02,21.0,2.1,0.015,0.51,-0.008,2.73,17.76,3.95,4.94,0.69,0.04,104,0.04,Poor,Requires attention
Yunnan,Dali,Dali_Station_9,25.388139,117.174832,2023-01-11,22.13,6.88,8.52,580.5,4.98,1.85,0.031,0.67,0.16,3.35,25.85,3.77,4.08,0.06,0.08,83,28.67,Good,
Shanghai,Shanghai,Shanghai_Station_8,32.740226,109.56867,2023-05-30,25.31,6.95,12.33,522.27,2.78,2.19,0.028,0.49,0.056,3.27,23.8,3.83,5.51,0.5,0.07,86,90.06,Poor,High pollution spike detected
Jiangsu,Nanjing,Nanjing_Station_10,22.019452,109.553774,2023-06-21,20.92,7.36,8.39,501.39,4.33,2.55,0.018,0.57,0.157,2.95,22.79,4.72,5.52,0.54,0.15,100,34.96,Poor,
Guangdong,Guangzhou,Guangzhou_Station_10,25.723478,123.19177,2023-04-23,18.86,7.03,7.74,542.57,3.79,1.61,0.01,0.83,0.086,2.98,18.9,2.55,5.57,0.52,0.06,104,35.66,Moderate,
Zhejiang,Ningbo,Ningbo_Station_8,20.209209,101.346211,2023-11-30,16.25,6.65,4.4,413.6,0.98,2.07,0.022,0.34,0.043,2.38,24.94,6.13,5.86,-0.01,0.13,95,73.9,Very Poor,
Shanghai,Shanghai,Shanghai_Station_5,36.295678,103.886661,2023-04-06,15.29,7.74,6.37,667.35,7.96,2.47,0.023,0.69,0.138,2.67,21.35,3.31,4.95,0.85,0.08,98,36.93,Good,Monitoring recommended
Shanghai,Shanghai,Shanghai_Station_4,24.895076,121.668124,2023-07-04,23.11,7.29,10.15,561.75,2.97,1.24,0.023,0.46,0.123,3.07,12.49,4.59,3.05,0.26,0.1,81,13.66,Very Poor,
Guangdong,Shenzhen,Shenzhen_Station_5,37.721291,122.170856,2023-06-28,24.52,6.75,8.99,317.3,7.2,1.92,0.028,0.46,0.087,3.47,16.53,2.98,6.31,0.53,0.11,114,13.37,Very Poor,High pollution spike detected
Guangdong,Guangzhou,Guangzhou_Station_1,34.70832,112.47647,2023-10-20,18.9,6.56,10.11,479.77,1.56,2.62,0.025,0.32,0.054,3.61,24.53,4.55,6.84,0.53,0.09,119,31.37,Moderate,Monitoring recommended
Hubei,Yichang,Yichang_Station_4,23.968423,103.412861,2023-09-07,22.99,7.01,8.16,482.49,8.43,2.16,0.034,0.34,0.047,3.25,16.22,5.67,3.61,0.36,0.08,87,11.52,Very Poor,High pollution spike detected
Jiangsu,Nanjing,Nanjing_Station_6,42.615403,101.034283,2023-09-20,22.01,6.29,6.4,375.89,0.27,1.39,0.005,0.48,0.178,3.76,15.46,3.26,5.34,-0.03,0.07,88,13.33,Good,Requires attention
Sichuan,Mianyang,Mianyang_Station_4,34.49703,119.852415,2023-06-09,19.28,6.53,8.68,495.54,0.68,1.28,0.019,0.33,0.178,2.33,26.14,2.8,10.03,0.63,-0.01,97,49.52,Good,
Jiangsu,Suzhou,Suzhou_Station_3,44.579306,108.035984,2023-04-02,19.16,7.12,7.46,412.61,1.01,1.35,0.015,0.54,0.153,3.74,19.94,2.87,4.9,0.47,0.17,103,89.07,Poor,Requires attention
Hubei,Wuhan,Wuhan_Station_1,42.349917,124.36145,2023-06-22,19.03,7.46,6.36,576.56,8.89,1.76,-0.001,0.52,0.106,2.93,22.27,5.0,4.96,0.62,0.12,105,12.03,Good,Requires attention
Shanghai,Shanghai,Shanghai_Station_6,43.106562,122.057649,2023-12-04,20.14,6.78,10.02,599.06,2.07,2.32,0.025,0.19,0.174,3.5,21.57,1.15,4.32,0.88,0.12,96,39.48,Good,
Beijing,Beijing,Beijing_Station_9,34.749873,120.638521,2023-12-14,27.56,6.28,10.04,343.97,3.89,2.27,0.008,0.49,0.05,3.19,28.71,3.14,6.86,0.38,0.02,101,83.96,Very Poor,
Beijing,Beijing,Beijing_Station_2,36.827735,117.51911,2023-10-11,18.2,7.95,7.01,339.11,1.6,2.57,0.024,0.38,0.101,2.93,21.55,3.37,4.75,0.53,0.12,92,63.54,Very Poor,Requires attention
Beijing,Beijing,Beijing_Station_10,24.260746,115.841053,2023-12-25,18.81,6.92,7.04,434.9,13.86,1.12,0.037,0.48,0.101,3.04,24.81,4.68,4.85,0.33,0.16,119,95.45,Moderate,
Sichuan,Mianyang,Mianyang_Station_7,43.819967,107.140931,2023-09-08,29.88,7.25,7.1,464.18,0.41,1.29,0.016,0.53,0.187,3.33,27.19,4.46,2.78,0.28,0.14,95,60.25,Very Poor,
Henan,Zhengzhou,Zhengzhou_Station_10,39.461974,106.456064,2023-02-22,21.85,6.72,10.63,394.53,13.51,2.19,0.026,0.62,0.059,3.63,23.14,3.61,6.55,0.23,0.14,95,43.42,Good,High pollution spike detected
Hubei,Wuhan,Wuhan_Station_4,35.241047,105.899579,2023-10-29,27.15,7.28,8.76,508.5,6.7,0.69,0.022,0.68,0.156,3.61,24.63,3.66,5.92,0.9,0.16,109,35.84,Very Poor,
Henan,Luoyang,Luoyang_Station_9,29.577214,123.059096,2023-10-21,9.62,6.76,8.75,545.49,2.02,1.4,0.022,0.35,0.155,2.69,20.18,1.61,5.0,0.46,0.1,104,1.28,Very Poor,High pollution spike detected
Guangdong,Guangzhou,Guangzhou_Station_10,22.96876,119.838417,2023-03-03,17.21,7.19,7.16,685.2,4.01,1.4,0.012,0.54,0.102,2.62,20.88,5.16,5.11,0.25,0.09,114,27.6,Poor,Monitoring recommended
Jiangsu,Nanjing,Nanjing_Station_8,33.10469,119.559051,2023-09-16,16.15,6.88,7.64,500.64,1.58,1.83,0.024,0.56,0.16,2.14,18.98,5.01,1.64,0.47,0.11,108,32.67,Moderate,
Beijing,Beijing,Beijing_Station_3,23.084508,119.318827,2023-07-29,21.52,6.38,7.8,374.42,2.67,1.64,0.029,0.19,0.165,3.37,25.23,3.57,4.16,0.34,0.13,86,83.87,Good,Requires attention
Jiangsu,Nanjing,Nanjing_Station_5,40.429257,110.737514,2023-07-08,17.46,6.49,6.18,364.94,6.26,2.72,0.015,0.23,0.169,3.87,17.1,5.09,5.21,0.53,0.12,91,49.01,Poor,
Zhejiang,Ningbo,Ningbo_Station_4,26.069214,100.395671,2023-09-04,14.81,6.44,4.84,427.51,0.93,1.73,0.034,0.38,0.172,2.62,22.41,3.0,8.43,0.75,0.14,102,21.35,Excellent,Requires attention
Beijing,Beijing,Beijing_Station_1,23.340524,117.83279,2023-03-10,15.04,8.16,4.22,348.27,1.86,2.55,0.009,0.41,0.103,3.05,17.03,5.19,5.05,0.53,0.22,88,50.26,Very Poor,
Henan,Luoyang,Luoyang_Station_5,37.188488,115.402617,2023-12-01,16.17,7.28,8.91,687.66,2.21,1.47,0.026,0.93,0.006,1.86,15.41,4.81,7.5,0.66,0.11,95,14.21,Good,Requires attention
Hubei,Yichang,Yichang_Station_6,26.265227,111.909173,2023-04-09,35.05,7.79,7.74,642.17,3.96,2.47,0.015,0.66,0.137,2.86,14.84,2.94,5.21,0.36,0.09,103,33.41,Poor,
Jiangsu,Nanjing,Nanjing_Station_9,22.14305,121.850407,2023-02-11,20.59,6.42,7.55,466.81,6.26,2.14,0.024,0.31,0.103,2.79,21.36,2.68,2.9,0.22,0.04,108,84.58,Excellent,High pollution spike detected
Hubei,Yichang,Yichang_Station_9,36.593137,119.840717,2023-03-09,19.85,7.58,8.35,407.73,8.6,2.41,0.015,0.4,0.126,2.53,19.4,4.19,4.22,0.33,0.07,102,29.59,Very Poor,Requires attention
Hubei,Yichang,Yichang_Station_9,34.667205,103.151576,2023-02-27,22.0,7.22,7.91,596.76,4.15,1.63,0.028,0.62,0.133,3.54,15.34,4.37,2.2,0.71,0.15,99,56.15,Very Poor,High pollution spike detected
Beijing,Beijing,Beijing_Station_2,36.551144,107.076632,2023-03-19,19.11,7.51,8.73,529.13,9.37,1.84,0.024,0.25,0.088,2.97,13.32,4.1,5.99,0.67,0.03,80,6.38,Very Poor,
Shandong,Qingdao,Qingdao_Station_10,43.03335,114.328827,2023-02-22,18.14,6.46,10.01,515.23,16.58,1.55,0.04,0.53,0.048,2.32,13.67,3.05,6.95,0.61,0.15,96,45.5,Moderate,High pollution spike detected
Shanghai,Shanghai,Shanghai_Station_6,36.625281,122.93571,2023-02-10,24.37,6.27,10.51,537.69,0.5,1.48,0.032,0.58,0.069,3.6,15.57,3.37,6.81,0.38,0.12,104,33.34,Very Poor,
Shanghai,Shanghai,Shanghai_Station_9,25.19158,117.809438,2023-05-28,16.52,7.08,5.57,592.92,1.86,1.45,0.014,0.61,0.032,3.04,21.87,5.0,3.91,0.53,0.04,102,54.68,Moderate,Requires attention
Shandong,Jinan,Jinan_Station_4,28.280714,117.454376,2023-03-13,13.22,7.58,7.2,483.16,15.71,2.31,0.027,0.51,0.089,3.26,14.84,5.03,5.71,0.34,0.1,100,82.17,Moderate,
Sichuan,Chengdu,Chengdu_Station_7,23.74628,103.845352,2023-03-12,18.24,7.09,6.53,541.53,0.47,1.64,0.018,0.47,0.164,3.8,29.06,3.65,7.1,0.56,0.05,98,9.77,Poor,Monitoring recommended
Shandong,Jinan,Jinan_Station_9,36.266429,119.656672,2023-07-11,29.73,6.59,10.59,559.25,3.14,2.21,0.0,0.09,0.117,2.92,15.34,4.44,9.38,0.51,0.08,92,31.22,Very Poor,High pollution spike detected
Henan,Luoyang,Luoyang_Station_6,25.22467,116.221836,2023-05-12,14.32,6.18,10.54,552.16,6.5,1.63,0.026,0.47,0.141,2.52,21.35,4.07,6.08,0.02,0.06,106,63.12,Poor,High pollution spike detected
Yunnan,Dali,Dali_Station_6,34.930763,108.888592,2023-04-27,22.06,7.52,8.69,432.46,4.16,1.56,0.016,0.9,0.09,3.25,14.7,3.66,5.65,0.42,0.11,108,7.17,Moderate,Monitoring recommended
Hubei,Wuhan,Wuhan_Station_10,35.246483,112.25876,2023-10-26,16.7,7.38,5.98,370.14,7.21,1.55,0.01,0.1,0.21,3.04,15.57,3.66,2.49,0.54,0.09,95,94.86,Very Poor,High pollution spike detected
Sichuan,Chengdu,Chengdu_Station_6,23.978928,109.167145,2023-02-07,20.2,7.35,5.61,489.22,7.84,2.44,0.023,0.4,0.147,3.43,15.48,3.27,5.25,0.43,0.08,103,20.77,Excellent,High pollution spike detected
Jiangsu,Nanjing,Nanjing_Station_2,42.300547,100.791684,2023-10-24,14.55,7.07,8.72,477.87,5.97,2.36,0.016,0.61,0.025,3.67,16.53,2.65,3.62,0.79,0.13,101,42.2,Very Poor,Monitoring recommended
Jiangsu,Suzhou,Suzhou_Station_6,24.404669,122.807372,2023-12-07,21.93,7.67,8.32,487.6,9.06,2.04,0.025,0.67,0.12,2.95,19.75,4.48,2.07,0.36,0.2,112,28.07,Moderate,High pollution spike detected
Shanghai,Shanghai,Shanghai_Station_7,32.307076,103.863944,2023-06-23,20.37,6.6,5.13,380.14,3.06,1.3,0.021,0.36,0.059,2.78,4.33,2.39,6.28,0.6,0.13,109,75.39,Good,Requires attention
Guangdong,Guangzhou,Guangzhou_Station_1,23.291972,118.150044,2023-08-07,21.58,7.53,9.6,572.74,3.53,2.27,0.026,0.4,0.102,2.43,12.43,2.28,4.56,0.77,0.12,92,67.2,Very Poor,High pollution spike detected
Henan,Luoyang,Luoyang_Station_5,30.209402,118.06973,2023-04-03,9.9,7.15,7.48,598.82,2.35,2.33,0.022,0.86,0.103,2.26,18.86,4.04,4.23,0.5,0.12,98,63.8,Moderate,Requires attention
Sichuan,Chengdu,Chengdu_Station_9,34.965857,121.088349,2023-03-02,11.91,7.56,10.5,364.43,4.04,2.11,0.021,0.36,0.151,2.85,27.85,4.36,5.52,0.34,0.06,98,68.57,Excellent,
Shanghai,Shanghai,Shanghai_Station_7,29.201028,116.811619,2023-04-08,16.16,7.62,12.78,408.09,0.38,2.12,0.038,0.79,0.14,2.68,21.41,4.51,7.64,0.3,0.14,91,39.04,Very Poor,High pollution spike detected
Shandong,Jinan,Jinan_Station_7,22.07104,102.442835,2023-08-07,27.37,8.08,6.58,514.02,1.8,1.98,0.012,0.45,0.141,2.65,24.7,3.75,7.19,0.77,0.05,100,5.81,Good,Monitoring recommended
Yunnan,Kunming,Kunming_Station_3,25.863002,122.507317,2023-09-23,22.45,6.7,7.03,507.21,1.72,2.83,0.016,0.63,0.063,2.25,25.84,3.07,6.57,0.33,0.09,98,15.51,Poor,
Shanghai,Shanghai,Shanghai_Station_5,26.859539,102.281584,2023-10-20,23.92,6.53,6.0,552.02,2.32,2.11,0.024,0.58,0.177,3.06,30.49,4.88,6.82,0.52,0.08,104,41.04,Good,Monitoring recommended
Yunnan,Dali,Dali_Station_2,24.365474,118.072506,2023-01-08,17.44,7.21,5.7,454.63,5.28,2.2,0.023,0.47,0.16,3.8,9.47,2.51,6.17,0.84,0.03,93,55.42,Good,Monitoring recommended
Jiangsu,Nanjing,Nanjing_Station_3,28.5264,123.430098,2023-09-19,12.12,6.85,6.29,513.7,2.45,1.79,0.017,0.54,0.122,2.66,16.31,4.4,3.7,0.37,0.11,104,47.83,Excellent,Requires attention
Yunnan,Dali,Dali_Station_8,26.561634,114.66656,2023-02-18,25.84,7.44,4.84,620.82,0.71,2.61,0.027,0.5,0.031,2.35,17.73,3.2,3.44,0.13,0.03,101,58.13,Very Poor,Monitoring recommended
Beijing,Beijing,Beijing_Station_6,28.970598,104.565248,2023-06-19,29.92,7.01,3.75,554.68,5.94,2.49,0.011,0.76,0.123,3.45,21.06,4.45,5.06,0.3,0.15,105,47.06,Excellent,High pollution spike detected
Guangdong,Guangzhou,Guangzhou_Station_5,38.727123,107.065682,2023-02-15,24.21,6.53,7.18,504.39,2.64,1.67,0.014,0.86,0.047,2.79,27.12,5.15,9.63,0.71,0.11,90,10.7,Moderate,Monitoring recommended
Shandong,Qingdao,Qingdao_Station_7,22.016711,118.079434,2023-02-16,30.75,6.68,7.54,424.32,4.86,1.88,0.01,0.7,0.108,2.99,14.09,5.43,3.14,0.42,0.1,93,51.15,Poor,High pollution spike detected
Henan,Luoyang,Luoyang_Station_2,30.687909,120.987021,2023-05-22,17.87,7.65,6.11,550.5,6.67,1.92,0.007,0.77,0.169,3.61,24.81,6.75,5.42,0.84,0.1,110,48.64,Good,
Guangdong,Shenzhen,Shenzhen_Station_1,25.390929,105.746823,2023-09-04,17.81,6.14,11.8,601.11,7.76,1.62,0.03,0.49,0.103,2.54,21.01,4.94,4.52,0.82,0.15,104,1.56,Excellent,
Shandong,Jinan,Jinan_Station_10,43.25793,104.646977,2023-02-04,18.79,7.35,6.61,331.77,2.63,1.85,0.018,0.55,0.055,3.42,18.93,4.31,-1.44,0.5,0.14,100,71.04,Moderate,Monitoring recommended
Jiangsu,Suzhou,Suzhou_Station_8,41.506556,111.437536,2023-06-19,27.16,6.13,10.79,244.39,8.77,1.28,0.015,0.64,0.106,2.45,25.54,3.9,5.57,0.7,0.14,105,47.18,Moderate,
Henan,Zhengzhou,Zhengzhou_Station_9,27.978133,113.962935,2023-05-24,19.22,6.76,10.71,632.04,1.09,1.95,0.003,0.64,0.123,4.32,20.97,6.12,6.97,0.12,0.1,84,74.03,Excellent,
Shanghai,Shanghai,Shanghai_Station_1,23.856117,103.905975,2023-01-05,23.3,6.74,4.91,325.75,10.14,1.7,0.014,0.51,0.116,2.78,17.93,4.29,7.07,0.55,0.1,93,17.31,Excellent,
Hubei,Wuhan,Wuhan_Station_3,38.682776,109.924037,2023-04-22,13.64,6.88,5.81,408.27,1.66,3.16,0.019,0.74,0.138,3.34,22.72,6.09,5.86,0.14,0.09,94,34.06,Very Poor,
Sichuan,Mianyang,Mianyang_Station_8,30.458671,107.823243,2023-12-19,11.85,7.11,9.71,503.41,2.6,1.67,0.008,0.43,0.131,3.15,19.64,3.16,4.19,0.64,0.09,85,9.33,Good,Requires attention
Hubei,Wuhan,Wuhan_Station_8,38.826505,123.743667,2023-05-25,22.36,6.39,11.77,425.86,18.14,2.39,0.023,0.47,0.171,2.6,23.35,4.04,4.47,0.44,0.17,102,51.4,Good,High pollution spike detected
Yunnan,Kunming,Kunming_Station_3,34.855909,107.377664,2023-10-31,19.71,7.51,10.89,573.86,11.57,2.01,0.002,0.17,0.155,3.24,24.14,4.81,6.23,0.67,0.06,100,9.82,Very Poor,
Henan,Zhengzhou,Zhengzhou_Station_7,24.020487,109.094608,2023-10-02,20.56,7.59,6.07,524.11,4.6,1.85,0.023,0.83,0.176,3.31,23.65,4.2,2.97,0.34,0.15,92,75.37,Moderate,Monitoring recommended
Yunnan,Kunming,Kunming_Station_2,40.393263,115.691332,2023-05-26,21.81,6.85,9.62,468.81,5.94,1.45,0.017,0.65,0.179,3.15,17.45,3.17,5.0,0.49,-0.01,98,87.9,Very Poor,Requires attention
Yunnan,Dali,Dali_Station_1,25.006344,119.840783,2023-04-24,23.54,7.0,7.09,426.84,5.34,1.54,0.007,0.52,0.146,3.57,16.6,4.11,3.51,0.5,0.07,91,49.37,Excellent,Requires attention
Shanghai,Shanghai,Shanghai_Station_3,26.741703,123.629425,2023-06-21,28.09,6.84,7.48,553.47,0.12,1.25,-0.003,0.48,0.042,2.77,14.15,2.44,7.34,0.59,0.1,100,4.31,Very Poor,
Sichuan,Chengdu,Chengdu_Station_8,32.477329,119.454909,2023-10-23,21.92,6.7,3.71,375.84,5.38,2.14,0.021,0.67,0.047,3.64,15.38,3.87,2.73,0.39,0.05,106,68.49,Very Poor,High pollution spike detected
